user_id,name,connect_ms,response_ms,total_ms,status,court,slot
3,StressUser3,1618.2218000176363,5158.800800010795,7079.378300026292,no_response,Court 4,3:00 PM
5,StressUser5,1728.4542999987025,5142.919200006872,7259.844799991697,no_response,Court 4,8:00 AM
4,StressUser4,1863.5303000046406,5010.1292000035755,7269.856400002027,no_response,Court 3,2:00 PM
2,StressUser2,1884.5903000037652,4994.251500000246,7281.490399996983,no_response,Court 3,4:00 PM
1,StressUser1,2143.495600001188,4992.2491000033915,7537.652099999832,no_response,Court 1,6:00 PM
2,StressUser2,1417.9068999947049,277.2365999990143,1983.7114000110887,no_response,Court 3,5:00 PM
8,StressUser8,1462.858300015796,249.15360001614317,2027.60900001158,no_response,Court 3,6:00 PM
6,StressUser6,1596.4172999956645,316.8154000013601,2293.598700023722,no_response,Court 3,8:00 AM
9,StressUser9,890.2578999986872,5013.916700001573,6126.213899988215,no_response,Court 2,10:00 AM
10,StressUser10,1747.6338999986183,5164.257099997485,7296.263399999589,no_response,Court 3,9:00 AM
7,StressUser7,1788.9206999971066,5126.118899992434,7310.548799985554,no_response,Court 1,5:00 PM
5,StressUser5,1808.8052999810316,5111.155299993698,7319.70170000568,no_response,Court 3,6:00 PM
4,StressUser4,1801.2891999969725,5128.627300000517,7328.221500007203,no_response,Court 1,2:00 PM
1,StressUser1,1936.3806000037584,4997.001400013687,7332.401499996195,no_response,Court 3,10:00 AM
3,StressUser3,,,10015.235900005791,error: TimeoutError,,
5,StressUser5,2003.0083000019658,232.06119998940267,2525.5589000007603,no_response,Court 4,2:00 PM
11,StressUser11,2030.6426000024658,233.46670001046732,2563.8665000151377,no_response,Court 1,11:00 AM
14,StressUser14,2028.831400006311,224.44639998138882,2566.801700013457,no_response,Court 3,1:00 PM
3,StressUser3,2171.6860000160523,188.6790000135079,2745.8425000077114,no_response,Court 3,5:00 PM
4,StressUser4,2187.741699977778,185.28360000345856,2761.2171999935526,no_response,Court 2,8:00 AM
9,StressUser9,2336.0977999982424,44.5072999864351,2782.8556000022218,no_response,Court 1,9:00 AM
1,StressUser1,2356.2442999973428,42.63929999433458,2850.6054999888875,no_response,Court 4,8:00 AM
10,StressUser10,2369.7121999866795,85.90760000515729,2855.6944000010844,no_response,Court 2,10:00 AM
19,StressUser19,2340.390600002138,92.58850000333041,2833.772699988913,no_response,Court 2,3:00 PM
15,StressUser15,2325.3805999993347,46.34050000458956,2890.614700008882,no_response,Court 2,5:00 PM
2,StressUser2,2397.62570001767,69.56940001691692,2970.9284999989904,no_response,Court 1,11:00 AM
13,StressUser13,2374.3764999962877,156.4485999988392,2952.649599988945,no_response,Court 4,6:00 PM
6,StressUser6,1125.2805999829434,5009.209599986207,6358.2643999834545,no_response,Court 1,1:00 PM
12,StressUser12,1736.3906000100542,5210.947799991118,7169.633899990004,no_response,Court 3,3:00 PM
20,StressUser20,2424.8404999962077,5104.973900015466,7922.078000003239,no_response,Court 1,4:00 PM
16,StressUser16,2438.7404000153765,5098.46040001139,7933.952799998224,no_response,Court 1,4:00 PM
8,StressUser8,2463.303900003666,5096.347699989565,7962.146200006828,no_response,Court 3,4:00 PM
17,StressUser17,2380.685599986464,5156.907500000671,7939.559599995846,no_response,Court 3,11:00 AM
7,StressUser7,2564.049500011606,4997.7540000109,7967.749200004619,no_response,Court 4,6:00 PM
18,StressUser18,,,9996.51170001016,error: TimeoutError,,
